name,total,denisty,dem,gop,fips
"Casey County, Kentucky","15,955",35.92,767,"5,482","21,045"
"Cass County, Iowa","13,956",24.73,"1,946","4,755","19,029"
"Cass County, North Dakota","149,778",84.86,"31,291","39,738","38,017"
"Cass County, Michigan","52,293",106.71,"7,270","14,241","26,027"
"Cass County, Illinois","13,642",36.3,"1,617","3,216","17,017"
"Cass County, Minnesota","28,567",14.13,"4,949","9,982","27,021"
"Cass County, Indiana","38,966",94.54,"3,758","9,697","18,017"
"Cass County, Nebraska","25,241",45.28,"3,461","8,388","31,025"
"Cass County, Missouri","99,478",142.76,"14,816","33,006","29,037"
"Cass County, Texas","30,464",32.51,"2,250","9,182","48,067"
"Cassia County, Idaho","22,952",8.95,"1,036","5,949","16,031"
"Castro County, Texas","8,062",9.01,526,"1,413","48,069"
"Caswell County, North Carolina","23,719",55.82,"4,549","5,758","37,033"
"Catahoula Parish, Louisiana","10,407",14.7,"1,322","3,479","22,025"
"Catawba County, North Carolina","154,358",387.13,"21,050","48,062","37,035"
"Catoosa County, Georgia","63,942",394.32,"4,769","20,860","13,047"
"Catron County, New Mexico","3,725",0.54,426,"1,453","35,003"
"Cattaraugus County, New York","80,317",61.39,"8,717","18,668","36,009"
"Cavalier County, North Dakota","3,993",2.68,476,"1,356","38,019"
"Cayuga County, New York","80,026",115.71,"12,202","16,194","36,011"
"Cecil County, Maryland","101,108",291.99,"12,651","27,579","24,015"
"Cedar County, Missouri","13,982",29.47,"1,010","5,019","29,039"
"Cedar County, Nebraska","8,852",11.96,572,"3,533","31,027"
"Cedar County, Iowa","18,499",31.93,"3,578","5,275","19,031"
"Centre County, Pennsylvania","153,990",138.74,"36,555","35,099","42,027"
"Cerro Gordo County, Iowa","44,151",77.69,"9,840","11,583","19,033"
"Chaffee County, Colorado","17,809",17.57,"4,773","5,283","8,015"
"Chambers County, Texas","35,096",58.77,"2,939","13,278","48,071"
"Chambers County, Alabama","34,215",57.36,"5,763","7,803","1,017"
"Champaign County, Ohio","40,097",93.54,"4,488","12,314","39,021"
"Champaign County, Illinois","201,081",201.83,"49,694","33,235","17,019"
"Chariton County, Missouri","7,831",10.42,888,"2,948","29,041"
"Charles City County, Virginia","7,256",39.69,"2,244","1,381","51,036"
"Charles County, Maryland","146,551",320.16,"46,063","24,163","24,017"
"Charles Mix County, South Dakota","9,129",8.32,935,"2,382","46,023"
"Charleston County, South Carolina","350,209",382.29,"89,048","75,233","45,019"
"Charlevoix County, Michigan","25,949",62.33,"5,137","8,674","26,029"
"Charlotte County, Florida","159,978",235.17,"33,421","60,196","12,015"
"Charlotte County, Virginia","12,586",26.48,"2,153","3,479","51,037"
"Charlottesville city, Virginia","43,475","4,246.26","17,865","2,951","51,540"
"Charlton County, Georgia","12,171",15.73,"1,004","2,950","13,049"
"Chase County, Nebraska","3,966",4.43,171,"1,621","31,029"
"Chase County, Kansas","2,790",3.61,313,964,"20,017"
"Chatham County, North Carolina","63,505",93.09,"20,953","17,012","37,037"
"Chatham County, Georgia","265,128",621.73,"58,998","43,649","13,051"
"Chattahoochee County, Georgia","11,267",45.3,593,746,"13,053"
"Chattooga County, Georgia","26,015",83.03,"1,612","6,457","13,055"
"Chautauqua County, New York","134,905",127.24,"17,281","29,418","36,013"
"Chautauqua County, Kansas","3,669",5.74,236,"1,552","20,019"
"Chaves County, New Mexico","65,645",10.82,"5,530","12,869","35,005"
"Cheatham County, Tennessee","39,105",129.3,"3,877","11,295","47,021"
"Cheboygan County, Michigan","26,152",36.56,"4,302","8,680","26,031"
"Chelan County, Washington","72,453",24.81,"10,770","15,070","53,007"
"Chemung County, New York","88,830",218.07,"12,394","19,025","36,015"
"Chenango County, New York","50,477",56.49,"5,943","11,024","36,017"
"Cherokee County, Georgia","214,346",508.32,"25,203","80,611","13,057"
"Cherokee County, Alabama","25,989",46.94,"1,524","8,809","1,019"
"Cherokee County, Kansas","21,603",36.77,"1,959","6,017","20,021"
"Cherokee County, Oklahoma","46,987",62.7,"5,455","9,992","40,021"
"Cherokee County, Iowa","12,072",20.93,"1,676","4,188","19,035"
"Cherokee County, South Carolina","55,342",140.94,"6,089","15,165","45,021"
"Cherokee County, Texas","50,845",48.29,"3,466","12,896","48,073"
"Cherokee County, North Carolina","27,444",60.26,"2,809","10,711","37,039"
"Cherry County, Nebraska","5,713",0.96,317,"2,623","31,031"
"Chesapeake city, Virginia","222,209",652.02,"52,554","53,988","51,550"
"Cheshire County, New Hampshire","77,117",109.13,"22,064","16,876","33,005"
"Chester County, Pennsylvania","498,886",664.73,"140,188","115,582","42,029"
"Chester County, Tennessee","17,131",59.95,902,"3,827","47,023"
"Chester County, South Carolina","33,140",57.07,"6,582","7,272","45,023"
"Chesterfield County, Virginia","316,236",747.08,"80,993","84,938","51,041"
"Chesterfield County, South Carolina","46,734",58.49,"7,125","9,576","45,025"
"Cheyenne County, Nebraska","9,998",8.36,702,"3,610","31,033"
"Cheyenne County, Colorado","1,836",1.03,127,905,"8,017"
"Cheyenne County, Kansas","2,726",2.67,188,"1,172","20,023"
"Chickasaw County, Mississippi","17,392",34.66,"3,649","4,127","28,017"
"Chickasaw County, Iowa","12,439",24.66,"2,264","3,739","19,037"
"Chicot County, Arkansas","11,800",18.31,"2,350","1,716","5,017"
"Childress County, Texas","7,041",10.11,253,"1,802","48,075"
"Chilton County, Alabama","43,643",62.99,"2,909","15,068","1,021"
"Chippewa County, Wisconsin","62,415",61.9,"11,875","17,912","55,017"
"Chippewa County, Minnesota","12,441",21.41,"1,978","3,764","27,023"
"Chippewa County, Michigan","38,520",24.72,"5,378","9,120","26,033"
"Chisago County, Minnesota","53,887",129.89,"9,279","18,441","27,025"
"Chittenden County, Vermont","156,545",291.75,"54,463","18,298","50,007"
"Choctaw County, Oklahoma","15,205",19.74,"1,064","4,202","40,023"
"Choctaw County, Alabama","13,859",15.17,"3,109","4,102","1,023"
"Choctaw County, Mississippi","8,547",20.44,"1,198","2,763","28,019"
"Chouteau County, Montana","5,813",1.46,729,"1,676","30,015"
"Chowan County, North Carolina","14,793",85.77,"2,965","3,983","37,041"
"Christian County, Illinois","34,800",49.06,"3,982","10,522","17,021"
"Christian County, Missouri","77,422",137.6,"8,505","30,941","29,043"
"Christian County, Kentucky","73,955",103.07,"7,188","14,108","21,047"
"Churchill County, Nevada","24,877",5.05,"2,210","7,828","32,001"
"Cibola County, New Mexico","27,213",5.99,"3,721","3,179","35,006"
"Cimarron County, Oklahoma","2,475",1.35,70,962,"40,025"
"Citrus County, Florida","141,236",242.8,"22,765","54,377","12,017"
"Clackamas County, Oregon","375,992",201.03,"90,187","79,062","41,005"
"Claiborne County, Mississippi","9,604",19.7,"2,523",414,"28,021"
"Claiborne County, Tennessee","32,213",74.12,"1,831","8,589","47,025"
"Claiborne Parish, Louisiana","17,195",22.78,"2,717","3,585","22,027"
"Clallam County, Washington","71,404",41.08,"15,154","15,685","53,009"
"Clare County, Michigan","30,926",54.8,"4,250","8,507","26,035"
"Clarendon County, South Carolina","34,971",57.62,"7,635","7,246","45,027"
"Clarion County, Pennsylvania","39,988",66.55,"4,256","12,545","42,031"
"Clark County, Ohio","138,333",348.03,"22,666","34,311","39,023"
"Clark County, Washington","425,363",676.25,"90,697","90,590","53,011"
"Clark County, Idaho",982,0.56,44,203,"16,033"
"Clark County, Wisconsin","34,690",28.67,"4,225","8,645","55,019"
"Clark County, Kentucky","35,613",141.06,"4,706","10,710","21,049"
"Clark County, South Dakota","3,691",3.85,398,"1,139","46,025"
"Clark County, Kansas","2,215",2.27,118,813,"20,025"
"Clark County, Illinois","16,335",32.58,"1,873","5,620","17,023"
"Clark County, Nevada","1,951,269",247.26,"401,068","319,571","32,003"
"Clark County, Indiana","110,232",295.64,"18,791","30,012","18,019"
"Clark County, Missouri","7,139",14.15,724,"2,458","29,045"
"Clark County, Arkansas","22,995",26.55,"3,606","4,398","5,019"
"Clarke County, Alabama","25,833",20.86,"5,712","7,109","1,025"
"Clarke County, Georgia","116,714",979.14,"29,514","12,691","13,059"
"Clarke County, Virginia","14,034",79.66,"3,047","4,657","51,043"
"Clarke County, Iowa","9,286",21.54,"1,463","2,706","19,039"
"Clarke County, Mississippi","16,732",24.19,"2,556","5,088","28,023"
"Clatsop County, Oregon","37,039",44.68,"8,899","7,794","41,007"
"Clay County, South Dakota","13,864",33.64,"2,608","2,109","46,027"
"Clay County, Nebraska","6,542",11.43,470,"2,373","31,035"
"Clay County, Kansas","8,535",13.23,665,"2,831","20,027"
"Clay County, Georgia","3,183",16.29,697,566,"13,061"
"Clay County, Alabama","13,932",23.07,"1,234","5,230","1,027"
"Clay County, Florida","190,865",315.81,"27,768","74,898","12,019"
"Clay County, Tennessee","7,861",33.23,707,"2,140","47,027"
"Clay County, Iowa","16,667",29.38,"2,246","5,870","19,041"
"Clay County, Minnesota","58,999",56.44,"12,974","13,549","27,027"
"Clay County, Kentucky","21,730",46.31,752,"5,861","21,051"
"Clay County, Missouri","221,939",558.62,"45,182","57,328","29,047"
"Clay County, North Carolina","10,587",49.3,"1,352","4,395","37,043"
"Clay County, Arkansas","16,083",25.15,"1,999","3,779","5,021"
"Clay County, Mississippi","20,634",50.32,"5,695","4,136","28,025"
"Clay County, Texas","10,752",9.88,536,"4,376","48,077"
"Clay County, Indiana","26,890",75.21,"2,306","8,528","18,021"
"Clay County, Illinois","13,815",29.5,"1,014","5,009","17,025"
"Clay County, West Virginia","9,386",27.45,566,"2,289","54,015"
"Clayton County, Iowa","18,129",23.29,"3,236","5,309","19,043"
"Clayton County, Georgia","259,424","1,832.48","75,908","11,740","13,063"
"Clear Creek County, Colorado","9,088",22.99,"2,585","2,426","8,019"
"Clearfield County, Pennsylvania","81,642",71.32,"7,700","23,909","42,033"
"Clearwater County, Idaho","8,761",3.57,704,"2,852","16,035"
"Clearwater County, Minnesota","8,695",8.7,"1,100","2,925","27,029"
"Cleburne County, Alabama","14,972",26.73,684,"5,738","1,029"
"Cleburne County, Arkansas","25,970",46.9,"2,101","9,454","5,023"
"Clermont County, Ohio","197,363",436.55,"26,096","65,960","39,025"
"Cleveland County, Arkansas","8,689",14.54,723,"2,460","5,025"
"Cleveland County, North Carolina","98,078",211.26,"14,896","28,394","37,045"
"Cleveland County, Oklahoma","255,755",474.7,"38,790","62,469","40,027"
"Clinch County, Georgia","6,798",8.5,685,"1,724","13,065"
"Clinton County, Ohio","42,040",102.87,"3,943","13,466","39,027"
"Clinton County, Michigan","75,382",133.09,"16,490","21,635","26,037"
"Clinton County, New York","82,128",79.13,"13,446","13,181","36,019"
"Clinton County, Iowa","49,116",70.68,"10,079","11,249","19,045"
"Clinton County, Kentucky","10,272",52.08,547,"3,809","21,053"
"Clinton County, Indiana","33,224",82.02,"2,819","8,530","18,023"
"Clinton County, Illinois","37,762",79.65,"3,939","12,394","17,027"
"Clinton County, Missouri","20,743",49.51,"2,572","7,058","29,049"
"Clinton County, Pennsylvania","39,238",44.19,"4,533","9,701","42,035"
"Cloud County, Kansas","9,533",13.33,744,"2,856","20,029"
"Coahoma County, Mississippi","26,151",47.34,"6,378","2,426","28,027"
"Coal County, Oklahoma","5,925",11.47,411,"1,892","40,029"
"Cobb County, Georgia","688,078","2,026.45","159,416","152,602","13,067"
"Cochise County, Arizona","131,346",21.3,"15,291","25,036","4,003"
"Cochran County, Texas","3,127",4.03,190,679,"48,079"
"Cocke County, Tennessee","35,662",82.06,"1,980","9,791","47,029"
"Coconino County, Arizona","134,421",7.22,"25,308","16,573","4,005"
"Codington County, South Dakota","27,227",39.55,"3,174","7,764","46,029"
"Coffee County, Alabama","49,948",73.56,"4,194","15,825","1,031"
"Coffee County, Tennessee","52,796",123.08,"4,741","14,409","47,031"
"Coffee County, Georgia","42,356",73.65,"4,090","9,575","13,069"
"Coffey County, Kansas","8,601",13.72,719,"2,990","20,031"
"Coke County, Texas","3,320",3.64,140,"1,265","48,081"
"Colbert County, Alabama","54,428",91.84,"7,296","16,718","1,033"
"Cole County, Missouri","75,990",192.99,"10,907","24,610","29,051"
"Coleman County, Texas","8,895",7.05,387,"3,177","48,083"
"Coles County, Illinois","53,873",105.99,"7,285","12,985","17,029"
"Colfax County, Nebraska","10,515",25.54,857,"2,171","31,037"
"Colfax County, New Mexico","13,750",3.66,"2,118","2,569","35,007"
"Colleton County, South Carolina","38,892",36.81,"7,616","9,083","45,029"
"Collier County, Florida","321,520",160.89,"60,941","105,297","12,021"
"Collin County, Texas","782,341",930,"139,837","200,395","48,085"
"Collingsworth County, Texas","3,057",3.33,145,983,"48,087"
"Colonial Heights city, Virginia","17,411","2,315.35","2,367","5,681","51,570"
"Colorado County, Texas","20,874",21.74,"1,977","6,323","48,089"
"Colquitt County, Georgia","45,498",83.61,"3,460","9,892","13,071"
"Columbia County, Georgia","124,053",427.64,"18,863","43,060","13,073"
"Columbia County, New York","63,096",99.41,"13,123","12,756","36,021"
"Columbia County, Wisconsin","56,833",74.24,"13,525","14,160","55,021"
"Columbia County, Washington","4,078",4.69,523,"1,491","53,013"
"Columbia County, Oregon","49,351",75.07,"9,959","12,967","41,009"
"Columbia County, Pennsylvania","67,295",139.3,"8,502","17,387","42,037"
"Columbia County, Arkansas","24,552",32.05,"3,140","5,456","5,027"
"Columbia County, Florida","67,531",84.67,"7,599","20,359","12,023"
"Columbiana County, Ohio","107,841",202.75,"12,273","31,086","39,029"
"Columbus County, North Carolina","58,098",61.98,"8,991","14,177","37,047"
"Colusa County, California","21,419",18.61,"2,659","3,551","6,011"
"Comal County, Texas","108,472",193.88,"14,166","44,996","48,091"
"Comanche County, Kansas","1,891",2.4,102,705,"20,033"
"Comanche County, Oklahoma","124,098",116.06,"11,439","19,153","40,031"
"Comanche County, Texas","13,974",14.9,788,"4,300","48,093"
"Concho County, Texas","4,087",4.15,148,885,"48,095"
"Concordia Parish, Louisiana","20,822",29.88,"3,272","5,474","22,029"
"Conecuh County, Alabama","13,228",15.56,"3,069","3,413","1,035"
"Conejos County, Colorado","8,256",6.41,"1,753","1,885","8,021"
"Contra Costa County, California","1,049,025","1,465.25","286,658","105,819","6,013"
"Converse County, Wyoming","13,833",3.25,668,"5,520","56,009"
"Conway County, Arkansas","21,273",38.52,"2,655","4,844","5,029"
"Cook County, Georgia","17,212",75.77,"1,752","4,175","13,075"
"Cook County, Illinois","5,194,675","5,495.11","1,528,582","440,213","17,031"
"Cook County, Minnesota","5,176",3.56,"1,912","1,156","27,031"
"Cooke County, Texas","38,437",43.94,"2,345","13,174","48,097"
"Cooper County, Missouri","17,601",31.17,"1,932","5,623","29,053"
"Coos County, Oregon","63,043",39.5,"10,355","17,699","41,011"
"Coos County, New Hampshire","33,055",18.42,"6,558","7,951","33,007"
"Coosa County, Alabama","11,539",17.73,"1,780","3,376","1,037"
"Copiah County, Mississippi","29,449",37.89,"6,203","5,576","28,029"
"Corson County, South Dakota","4,050",1.64,535,588,"46,031"
"Cortland County, New York","49,336",98.92,"7,976","9,207","36,023"
"Coryell County, Texas","75,388",71.66,"5,057","12,212","48,099"
"Coshocton County, Ohio","36,901",65.44,"3,908","10,381","39,031"
"Costilla County, Colorado","3,524",2.87,"1,109",581,"8,023"
"Cottle County, Texas","1,505",1.67,84,486,"48,101"
"Cotton County, Oklahoma","6,193",9.79,424,"2,054","40,033"
"Cottonwood County, Minnesota","11,687",18.3,"1,678","3,679","27,033"
"Covington city, Virginia","5,961","1,090.06",914,"1,349","51,580"
"Covington County, Alabama","37,765",36.65,"2,379","13,222","1,039"
"Covington County, Mississippi","19,568",47.29,"3,267","5,423","28,031"
"Coweta County, Georgia","127,317",288.77,"16,572","42,513","13,077"
"Cowley County, Kansas","36,311",32.25,"3,436","8,016","20,035"
"Cowlitz County, Washington","102,410",89.82,"17,842","24,066","53,015"
"Craig County, Virginia","5,190",15.75,541,"2,139","51,045"
"Craig County, Oklahoma","15,029",19.74,"1,249","4,279","40,035"
"Craighead County, Arkansas","96,443",136.37,"10,474","22,798","5,031"
"Crane County, Texas","4,375",5.57,299,"1,047","48,103"
"Craven County, North Carolina","103,505",146,"17,481","27,556","37,049"
"Crawford County, Georgia","12,630",38.87,"1,419","3,632","13,079"
"Crawford County, Illinois","19,817",44.67,"1,969","6,146","17,033"
"Crawford County, Michigan","14,074",25.3,"2,110","4,354","26,039"
"Crawford County, Pennsylvania","88,765",87.69,"10,215","23,912","42,039"
"Crawford County, Indiana","10,713",35.05,"1,323","3,013","18,025"
"Crawford County, Ohio","43,784",108.97,"4,518","13,265","39,033"
"Crawford County, Missouri","24,696",33.26,"1,824","7,724","29,055"
"Crawford County, Wisconsin","16,644",29.17,"3,426","3,844","55,023"
"Crawford County, Arkansas","61,948",104.45,"4,476","16,655","5,033"
"Crawford County, Iowa","17,096",23.94,"1,985","4,608","19,047"
"Crawford County, Kansas","39,134",66.36,"5,064","8,394","20,037"
"Creek County, Oklahoma","69,967",73.64,"5,834","21,539","40,037"
"Crenshaw County, Alabama","13,906",22.84,"1,663","4,511","1,041"
"Crisp County, Georgia","23,439",85.99,"2,835","4,539","13,081"
"Crittenden County, Arkansas","50,902",83.48,"8,368","6,953","5,035"
"Crittenden County, Kentucky","9,315",25.88,617,"3,290","21,055"
"Crockett County, Tennessee","14,586",54.93,"1,302","3,977","47,033"
"Crockett County, Texas","3,719",1.32,372,980,"48,105"
"Crook County, Oregon","20,978",7.04,"2,591","8,388","41,013"
"Crook County, Wyoming","7,083",2.48,271,"3,347","56,011"
"Crosby County, Texas","6,059",6.73,468,"1,180","48,107"
"Cross County, Arkansas","17,870",28.99,"1,995","4,577","5,037"
"Crow Wing County, Minnesota","62,500",62.56,"10,982","22,287","27,035"
"Crowley County, Colorado","5,823",7.4,336,"1,069","8,025"
"Culberson County, Texas","2,398",0.63,454,280,"48,109"
"Cullman County, Alabama","80,406",109.42,"3,730","32,734","1,043"
